WB-1044190	WB-1044191	WB-1044192
ENSG00000064999	34	34	34
ENSG00000065000	48	48	48
ENSG00000065029	5	5	5
ENSG00000065054	3	3	3
ENSG00000065057	6	6	6
ENSG00000065060	11	11	11
ENSG00000065135	21	21	21
ENSG00000065150	40	40	40.001
ENSG00000065154	15	15	15
ENSG00000065183	6	6	6
ENSG00000065243	1.391	1.391	1.391
ENSG00000065268	10	10	10
ENSG00000065308	1	1	1
ENSG00000065320	23	23	23
ENSG00000065325	0	0	0
ENSG00000065328	0	0	0
ENSG00000065357	0	0	0
ENSG00000065361	0	0	0
ENSG00000065371	0	0	0
ENSG00000065413	0.727	0.727	0.727
ENSG00000065427	33	33	33
ENSG00000065457	5	5	5
ENSG00000065485	0	0	0
ENSG00000065491	6	6	6
ENSG00000065518	8	8	8
ENSG00000065526	57	57	57
ENSG00000065534	0	0	0
ENSG00000065548	19	19	19
ENSG00000065559	14	14	14
ENSG00000065600	5	5	5
ENSG00000065609	42.999	43	43
ENSG00000065613	6	6	6
ENSG00000065615	9.01	9.01	9.01
ENSG00000065618	0	0	0
ENSG00000065621	1	1	1
ENSG00000065665	12	12	12
ENSG00000065675	1	1	1
ENSG00000065717	0	0	0
ENSG00000065802	11	11	11
ENSG00000065809	31	31	31
ENSG00000065833	0	0	0
ENSG00000065882	7	7	7
ENSG00000065883	12	12	12
ENSG00000065911	3	3	3
ENSG00000065923	15.005	15.005	15.004
ENSG00000065970	15	15	15
ENSG00000065978	176	176	176
ENSG00000065989	2	2	2
ENSG00000066027	3	3	3
ENSG00000066032	61	61	61
ENSG00000066044	32.998	32.998	32.998
ENSG00000066056	0	0	0
ENSG00000066084	45	45	45
ENSG00000066117	48	48	48
ENSG00000066135	22	22	22
ENSG00000066136	6.001	6.002	6.002
ENSG00000066185	0	0	0
ENSG00000066230	0	0	0
ENSG00000066248	2	2	2
ENSG00000066279	1	1	1
ENSG00000066294	0	0	0
ENSG00000066322	0	0	0
ENSG00000066336	0	0	0
ENSG00000066379	0	0	0
ENSG00000066382	89.003	89.004	89.004
ENSG00000066405	0	0	0
ENSG00000066422	17	16.999	16.999
ENSG00000066427	13.001	13.001	13.001
ENSG00000066455	7	7	7
ENSG00000066468	0	0	0
ENSG00000066557	19	19	19
ENSG00000066583	3	3	3
ENSG00000066629	16.993	16.993	16.993
ENSG00000066651	0	0	0
ENSG00000066654	12	12	12
ENSG00000066697	12	12	12
ENSG00000066735	22	22	22
ENSG00000066739	11	11	11
ENSG00000066777	23	23	23
ENSG00000066813	0	0	0
ENSG00000066827	0	0	0
ENSG00000066855	1	1	1
ENSG00000066923	3	3	3
ENSG00000066926	6	6	6
ENSG00000066933	10	10	10
ENSG00000067048	0	0	0
ENSG00000067057	12	12	12
ENSG00000067064	9	9	9
ENSG00000067066	1	1	1
ENSG00000067082	27	27	27
ENSG00000067113	3	3	3
ENSG00000067141	88	88.001	88
ENSG00000067167	0	0	0
ENSG00000067177	2	2	2
ENSG00000067182	2	2	2
ENSG00000067191	16	16	16
ENSG00000067208	1	1	1
ENSG00000067221	7	7	7
ENSG00000067225	88	88	88
ENSG00000067248	12	12	12
ENSG00000067334	16.909	16.909	16.909
ENSG00000067365	4	4	4
ENSG00000067369	104.999	105.001	105
ENSG00000067445	57.001	57	57
ENSG00000067533	1	1	1
ENSG00000067560	20	20	20
ENSG00000067596	9	9	9
ENSG00000067601	0	0	0
ENSG00000067606	0	0	0
ENSG00000067646	0	0	0
ENSG00000067704	14	14	14
ENSG00000067715	106	106	106
ENSG00000067798	29	29	29.001
ENSG00000067829	6	6	6
ENSG00000067836	13	13	13
ENSG00000067840	106	106.001	106
ENSG00000067842	3	3	3
ENSG00000067900	7.204	7.203	7.203
ENSG00000067955	5	5	5
ENSG00000067992	3	3	3
ENSG00000068001	12	12	12
ENSG00000068024	4	4.001	4.001
ENSG00000068028	4	4	4
ENSG00000068078	3	3	3
ENSG00000068079	0	0	0
ENSG00000068097	4	4	4
ENSG00000068120	9	9	9
ENSG00000068137	5	5	5
ENSG00000068305	17	17	17
ENSG00000068308	29	28.999	29
ENSG00000068323	23	23	23
ENSG00000068354	12	12	12
ENSG00000068366	42	42	42
ENSG00000068383	15	15	15
ENSG00000068394	3	3	3
ENSG00000068400	68.609	68.63	68.599
ENSG00000068438	10	10	10
ENSG00000068489	1	1	1
ENSG00000068615	53	53	53
ENSG00000068650	12	12	12
ENSG00000068654	14	14	14
ENSG00000068697	15	15	15
ENSG00000068724	5	5	5
ENSG00000068745	39	39.001	39.001
ENSG00000068781	0	0	0
ENSG00000068784	2	2	2
ENSG00000068796	25.999	26	26
ENSG00000068831	0	0	0
ENSG00000068878	22	22	22
ENSG00000068885	4	4	4
ENSG00000068903	21.001	21	21
ENSG00000068912	2	2	2
ENSG00000068971	21	21	21
ENSG00000068976	0	0	0
ENSG00000068985	0	0	0
ENSG00000069011	0	0	0
ENSG00000069018	1	1	1
ENSG00000069020	3	3	3
ENSG00000069122	0	0	0
ENSG00000069188	30	30	30
ENSG00000069206	0	0	0
ENSG00000069248	32	32	32
ENSG00000069275	139	139	139
ENSG00000069329	40	39.999	40
ENSG00000069345	17	17	17
ENSG00000069399	1	1	1
ENSG00000069424	10	10	10
ENSG00000069431	1.183	1.182	1.182
ENSG00000069482	1	1	1
ENSG00000069493	0	0	0
ENSG00000069509	2	2	2
ENSG00000069535	0	0	0
ENSG00000069667	0	0	0
ENSG00000069696	0	0	0
ENSG00000069702	0	0	0
ENSG00000069764	0	0	0
ENSG00000069812	0	0	0
ENSG00000069849	32	32	32
ENSG00000069869	5.015	5.015	5.015
ENSG00000069943	0	0	0
ENSG00000069956	55	55	55
ENSG00000069966	21.357	21.357	21.357
ENSG00000069974	1.953	1.953	1.954
ENSG00000069998	12	12	12
ENSG00000070010	4	4	4
ENSG00000070018	22	22	22
ENSG00000070019	0	0	0
ENSG00000070047	14	2.513	0
ENSG00000070061	18	18	18
ENSG00000070081	10.992	10.992	10.992
ENSG00000070087	78.999	78.999	79
ENSG00000070159	3	3	3
ENSG00000070182	3	3	3
ENSG00000070190	0	0	0
ENSG00000070193	0	0	0
ENSG00000070214	2	2	2
ENSG00000070269	5	5	5
ENSG00000070366	18	18	18
ENSG00000070367	34	34	34.001
ENSG00000070371	1	1	1
ENSG00000070388	0	0	0
ENSG00000070404	3	3	3
ENSG00000070413	28	28	28
ENSG00000070423	9	9	9
ENSG00000070444	27.003	27.003	27.003
ENSG00000070476	8	8	8
ENSG00000070495	11.284	11.284	11.284
ENSG00000070501	15	15	15
ENSG00000070526	0	0	0
ENSG00000070540	0	0	0
ENSG00000070601	2	2	2
ENSG00000070610	21	21.001	21
ENSG00000070614	45	45	45
ENSG00000070669	20	20	20
ENSG00000070718	9	9	9
ENSG00000070729	6	6	6
ENSG00000070731	0	0	0
ENSG00000070748	0	0	0
ENSG00000070756	80.999	81	81
ENSG00000070759	0	0	0
ENSG00000070761	12	12	12
ENSG00000070770	13	13	13
ENSG00000070778	2	2	2
ENSG00000070785	5	5	5
ENSG00000070808	14	14	14
ENSG00000070814	9	9	9
ENSG00000070831	112	112	112
ENSG00000070882	2	2	2
ENSG00000070886	3	3	3
ENSG00000070915	0	0	0
ENSG00000070950	2	2	2
ENSG00000070961	37	37	37
ENSG00000070985	0	0	0
ENSG00000071051	18	18	18
ENSG00000071054	112.999	113.001	112.999
ENSG00000071073	15.002	15.002	15.002
ENSG00000071082	62	62.001	62
ENSG00000071127	43	43.001	43
ENSG00000071189	5	5	5
ENSG00000071203	0	0	0
ENSG00000071205	0	0	0
ENSG00000071242	37	37	37
ENSG00000071243	3	3	3
ENSG00000071246	47	47	47
ENSG00000071282	0	0	0
ENSG00000071462	12	12	12
ENSG00000071537	31	31	31
ENSG00000071539	0	0	0
ENSG00000071553	65	65	65
ENSG00000071564	11	11	11
ENSG00000071575	59	59	59
ENSG00000071626	20	19.999	19.999
ENSG00000071655	21	21	21
ENSG00000071677	0	0	0
ENSG00000071794	18	18	18
ENSG00000071859	13	13	13
ENSG00000071889	10	10	10
ENSG00000071894	27	27	27
ENSG00000071909	0	0	0
ENSG00000071967	1	1	1
ENSG00000071991	0	0	0
ENSG00000071994	14.001	14	13.999
ENSG00000072041	14	14	14
ENSG00000072042	14	14	14
ENSG00000072062	29	29	29
ENSG00000072071	109.001	109	109.001
ENSG00000072080	0	0	0
ENSG00000072110	15	15	15
ENSG00000072121	11	11	11
ENSG00000072133	12	12	12
ENSG00000072134	8	8	8
ENSG00000072135	9	9	9
ENSG00000072163	1	1	1
ENSG00000072182	2	2	2
ENSG00000072195	14	14	14
ENSG00000072201	1	1	1
ENSG00000072210	9	9	9
ENSG00000072274	17	17	17
ENSG00000072310	3	3	3
ENSG00000072315	2	2	2
ENSG00000072364	50	50	50
ENSG00000072401	7	7	7
ENSG00000072415	1	1	1
ENSG00000072422	11	11	11
ENSG00000072501	25	25	25
ENSG00000072506	3	3	3
ENSG00000072518	22	22	22
ENSG00000072571	0	0	0
ENSG00000072609	10.034	10.034	10.034
ENSG00000072657	7	7	7
ENSG00000072682	1	1	1
ENSG00000072694	0	0	0
ENSG00000072736	8	8	8
ENSG00000072756	5	5	5
ENSG00000072778	26	26	26.001
ENSG00000072786	4	4	4
ENSG00000072803	23	23	23
ENSG00000072818	0	0	0
ENSG00000072832	332	332	331.999
ENSG00000072840	1	1	1
ENSG00000072849	10	10	10
ENSG00000072858	0	0	0
ENSG00000072952	1	1	1
ENSG00000072954	4	4	4
ENSG00000072958	28.006	28.006	28.006
ENSG00000073008	10	10	10
ENSG00000073050	9	9	9
ENSG00000073060	4	4	4
ENSG00000073067	0	0	0
ENSG00000073111	5	5	5
ENSG00000073146	0	0	0
ENSG00000073150	1	1	1
ENSG00000073169	1	1	1
ENSG00000073282	0	0	0
ENSG00000073331	1	1	1
ENSG00000073350	0	0	0
ENSG00000073417	2	2	2
ENSG00000073464	30	30	30
ENSG00000073536	8	8	8.001
ENSG00000073578	12.811	12.811	12.811
ENSG00000073584	67	67	66.999
ENSG00000073598	0	0	0
ENSG00000073605	2.994	2.994	2.994
ENSG00000073614	17	17	17
ENSG00000073670	9	9	9
ENSG00000073711	25	25	25
ENSG00000073712	4	4	4
ENSG00000073734	0	0	0
ENSG00000073737	0	0	0
ENSG00000073754	0	0	0
ENSG00000073756	0	0	0
ENSG00000073792	30	30	30
ENSG00000073803	7	7	7
ENSG00000073849	21	21	21
ENSG00000073861	0	0	0
ENSG00000073905	0	0	0
ENSG00000073910	43	42.999	42.999
ENSG00000073921	38.001	38	38
ENSG00000074047	1	1	1
ENSG00000074054	51	51	51
ENSG00000074071	7	7	7
ENSG00000074181	10	10	10
ENSG00000074201	9	9	9
ENSG00000074211	41	41	41
ENSG00000074219	1	1	1
ENSG00000074266	2	2	2
ENSG00000074276	0	0	0
ENSG00000074317	12	12	12
ENSG00000074319	19	19	19
ENSG00000074356	30	30	30.001
ENSG00000074370	0	0	0
ENSG00000074410	2	2	2
ENSG00000074416	3	3	3
ENSG00000074527	2	2	2
ENSG00000074582	2	2	2
ENSG00000074590	23	23	23
ENSG00000074603	6	6	6
ENSG00000074621	0	0	0
ENSG00000074657	63	63	63
ENSG00000074660	0	0	0
ENSG00000074695	8	8	8
ENSG00000074696	37	37	37
ENSG00000074706	1	1	1
ENSG00000074755	23	23	23
ENSG00000074771	0	0	0
ENSG00000074800	39	39	39
ENSG00000074803	0	0	0
ENSG00000074842	3	3	3
ENSG00000074855	38	38	38
ENSG00000074935	3	3	3
ENSG00000074964	29	29	29
ENSG00000074966	0	0	0
ENSG00000075035	17	17	17
ENSG00000075043	84.263	84.245	84.252
ENSG00000075073	0	0	0
ENSG00000075089	7	7	7
ENSG00000075131	0	0	0
ENSG00000075142	11	11	11
ENSG00000075151	46	46	46
ENSG00000075188	1	1	1
ENSG00000075213	7	7	7
ENSG00000075218	0	0	0
ENSG00000075223	60	60	60
ENSG00000075234	2	2	2
ENSG00000075239	6	6	6
ENSG00000075240	17	17	17
ENSG00000075275	1	1	1
ENSG00000075290	4	4	4
ENSG00000075292	40	40	40
ENSG00000075303	1	1	1
ENSG00000075336	2	2	2
ENSG00000075340	69	69	68.999
ENSG00000075388	0	0	0
ENSG00000075391	58.003	58.004	58.004
ENSG00000075399	13	13	13
ENSG00000075407	10	10	10
ENSG00000075413	38	37.999	38
ENSG00000075415	67.002	67.002	67.001
ENSG00000075420	6	6	6
ENSG00000075426	11	11	11
ENSG00000075429	0	0	0
ENSG00000075461	77	77	77
ENSG00000075539	23	23	23
ENSG00000075568	9	9	9
ENSG00000075618	90	90	90
ENSG00000075624	739.001	738.999	739
ENSG00000075643	0	0	0
ENSG00000075651	0	0	0
ENSG00000075673	0	0	0
ENSG00000075702	1	1	1
ENSG00000075711	3	3	3
ENSG00000075785	54	54	54
ENSG00000075790	2	2	2
ENSG00000075826	10.001	10	10.001
ENSG00000075856	29	29	29
ENSG00000075884	0	0	0
ENSG00000075886	0	0	0
ENSG00000075891	0	0	0
ENSG00000075914	4.237	4.237	4.237
ENSG00000075945	75	75	75
ENSG00000075975	10	10	10
ENSG00000076003	2	2	2
ENSG00000076043	1	1	1
ENSG00000076053	1	1	1
ENSG00000076067	5.003	5.003	5.003
ENSG00000076108	41	41	41
ENSG00000076201	24	24	24
ENSG00000076242	6	6	6
ENSG00000076248	5	5	5
ENSG00000076258	0	0	0
ENSG00000076321	7	7	7
ENSG00000076344	10	10	10
ENSG00000076351	5	5	5
ENSG00000076356	89	89	89
ENSG00000076382	1	1	1
ENSG00000076513	6	6	6
ENSG00000076554	0	0	0
ENSG00000076555	1	1	1
ENSG00000076604	25	25	25
ENSG00000076641	9	9	9
ENSG00000076650	4	4.347	4.347
ENSG00000076662	0	0	0
ENSG00000076685	32	32	32
ENSG00000076706	0	0	0
ENSG00000076716	5	5	5
ENSG00000076770	0	0	0
ENSG00000076826	28	28	28
ENSG00000076864	6	6	6
ENSG00000076924	9	9	9
ENSG00000076928	13	13	13
ENSG00000076944	1	1	1
ENSG00000076984	6	6	6
ENSG00000077009	0	0	0
ENSG00000077044	37	37	37
ENSG00000077063	7	7	7
ENSG00000077080	25	25	25
ENSG00000077092	2	2	2
ENSG00000077097	122	122	122
ENSG00000077147	34	34	34
ENSG00000077150	0	0	0
ENSG00000077152	3	3	3
ENSG00000077157	12.886	12.886	12.886
ENSG00000077232	22	22	22
ENSG00000077235	32	32	32
ENSG00000077238	0	0	0
ENSG00000077254	42.001	42	41.999
ENSG00000077264	124.058	124.058	124.057
ENSG00000077274	0	0	0
ENSG00000077279	668.001	668	668.001
ENSG00000077312	8	8	8
ENSG00000077327	1	1	1
ENSG00000077348	4	4	4
ENSG00000077380	67.001	67	67.001
ENSG00000077420	0	0	0
ENSG00000077454	9	9	9
ENSG00000077458	7	7	7
ENSG00000077463	5	5	5
ENSG00000077498	0	0	0
ENSG00000077514	5	5	5
ENSG00000077522	1	1	1
ENSG00000077549	32	32	32
ENSG00000077585	3	3	3
ENSG00000077616	0	0	0
ENSG00000077684	6.001	6	6
ENSG00000077713	0	0	0
ENSG00000077721	17	17	17
ENSG00000077782	13.999	14	14
ENSG00000077800	0	0	0
ENSG00000077935	0	0	0
ENSG00000077942	6	6	6
ENSG00000077943	0	0	0
ENSG00000077984	0	0	0
ENSG00000078018	477.001	477	477.001
ENSG00000078043	10.001	10.001	10.001
ENSG00000078053	17	17	17
ENSG00000078061	3	3	3
ENSG00000078070	8	8	8
ENSG00000078081	0	0	0
ENSG00000078098	0	0	0
ENSG00000078114	5	5	5
ENSG00000078124	8.039	8.039	8.039
ENSG00000078140	37	37	37
ENSG00000078142	16.852	16.852	16.851
ENSG00000078177	12	12	12
ENSG00000078237	1	1	1
ENSG00000078246	1	1	1
ENSG00000078269	0	0	0
ENSG00000078295	24.144	24.142	24.142
ENSG00000078304	24.001	24	24
ENSG00000078319	3	3	3
ENSG00000078328	24	24	24
ENSG00000078369	211	211	211
ENSG00000078399	0	0	0
ENSG00000078401	0	0	0
ENSG00000078403	11	11	11
ENSG00000078487	0	0	0
ENSG00000078549	11	11	11
ENSG00000078579	0	0	0
ENSG00000078589	0	0	0
ENSG00000078596	0	0	0
ENSG00000078618	34	34	34
ENSG00000078668	26	26	26
ENSG00000078674	50	50	50.001
ENSG00000078687	26	26	26
ENSG00000078699	17	17	17
ENSG00000078725	31	31	31
ENSG00000078747	6	6	6
ENSG00000078795	0	0	0
ENSG00000078804	42	42	42
ENSG00000078808	16	16	16
ENSG00000078814	0	0	0
ENSG00000078898	0	0	0
ENSG00000078900	0	0	0
ENSG00000078902	11	11	11
ENSG00000078967	6.005	6.005	6.005
ENSG00000079101	1	1	1
ENSG00000079102	42	42	42
ENSG00000079112	0	0	0
ENSG00000079134	7	7	7
ENSG00000079150	3	3	3
ENSG00000079156	10	10	10
ENSG00000079215	0	0	0
ENSG00000079246	96	96	96
ENSG00000079257	0	0	0
ENSG00000079263	0	0	0
ENSG00000079277	1	1	1
ENSG00000079308	7	7	7
ENSG00000079313	15	15	15
ENSG00000079332	12.223	12.223	12.224
ENSG00000079335	0	0	0
ENSG00000079337	3	3	3
ENSG00000079385	0	0	0
ENSG00000079387	8	8	8
ENSG00000079393	0	0	0
ENSG00000079432	44	44	44
ENSG00000079435	1	1	1
ENSG00000079459	29.001	29	29.001
ENSG00000079462	20	20	20
ENSG00000079482	4.479	4.479	4.479
ENSG00000079557	0	0	0
ENSG00000079616	4	4	4
ENSG00000079689	3	3	3
ENSG00000079691	0	0	0
ENSG00000079739	4	4	4
ENSG00000079785	24	24	24
ENSG00000079805	17.99	17.991	17.991
ENSG00000079819	1	1	1
ENSG00000079841	10	10	10
ENSG00000079931	1	1	1
ENSG00000079950	32	31.999	32.001
ENSG00000079974	24.577	24.578	24.576
ENSG00000079999	7	7	7
ENSG00000080007	0	0	0
ENSG00000080031	2	2	2
ENSG00000080166	0	0	0
ENSG00000080189	6	6	6
ENSG00000080200	1	1	1
ENSG00000080224	0	0	0
ENSG00000080293	0	0	0
ENSG00000080298	18	18	18
ENSG00000080345	16	16	16
ENSG00000080371	14	14	14
ENSG00000080493	2	2	2
ENSG00000080503	7	7	7
ENSG00000080511	0	0	0
ENSG00000080546	9	9	9
ENSG00000080561	1	1	1
ENSG00000080572	0	0	0
ENSG00000080573	0	0	0
ENSG00000080603	38	37.999	38
ENSG00000080608	4	4	4
ENSG00000080618	0	0	0
ENSG00000080644	3	3	3
ENSG00000080709	0	0	0
ENSG00000080802	9	9	9
ENSG00000080815	15	15	15
ENSG00000080819	3	3	3
ENSG00000080822	6	6	6
ENSG00000080823	4	4	4
ENSG00000080824	304	304	304
ENSG00000080839	1	1	1
ENSG00000080845	46.001	46	46
ENSG00000080854	5	5	5
ENSG00000080910	0	0	0
ENSG00000080947	4	4	4
ENSG00000080986	0	0	0
ENSG00000081014	1	1	1
ENSG00000081019	11	11	11
ENSG00000081026	12	12	12
ENSG00000081041	0	0	0
ENSG00000081051	0	0	0
ENSG00000081052	0	0	0
ENSG00000081059	0	0	0
ENSG00000081087	8.781	8.781	8.781
ENSG00000081138	0	0	0
ENSG00000081148	2	2	2
ENSG00000081154	6	6	6
ENSG00000081177	12	12	12
ENSG00000081181	21	21	21
ENSG00000081189	31	31	30.999
ENSG00000081237	0	0	0
ENSG00000081248	0	0	0
ENSG00000081277	0	0	0
ENSG00000081307	8	8	8
ENSG00000081320	0	0	0
ENSG00000081377	13.999	13.999	13.999
ENSG00000081386	4	4	4
ENSG00000081479	3	3	3
ENSG00000081665	0	0	0
ENSG00000081692	10	10	10
ENSG00000081721	11	11	11
ENSG00000081760	17.001	17.001	17.001
ENSG00000081791	18	17.999	17.999
ENSG00000081800	0	0	0
ENSG00000081803	6	6	6
ENSG00000081818	1	1	1
ENSG00000081842	1.627	1.627	1.627
ENSG00000081853	0	0	0
ENSG00000081870	1	1	1
ENSG00000081913	12.477	12.477	12.476
ENSG00000081923	0	0	0
ENSG00000081985	0	0	0
ENSG00000082014	32	32	32.001
ENSG00000082068	8	8	8
ENSG00000082074	0	0	0
ENSG00000082126	0	0	0
ENSG00000082146	4	4	4
ENSG00000082153	62	62	62.001
ENSG00000082175	0	0	0
ENSG00000082196	0	0	0
ENSG00000082212	6	6	6
ENSG00000082213	11	11	11
ENSG00000082258	18	18	18
ENSG00000082269	6	6	6
ENSG00000082293	0	0	0
ENSG00000082397	12	12	12
ENSG00000082438	1	1	1
ENSG00000082458	21	21	21
ENSG00000082482	1	1	1
ENSG00000082512	0	0	0
ENSG00000082515	0	0	0
ENSG00000082516	10	10	10
ENSG00000082556	0	0	0
ENSG00000082641	48	48	48
ENSG00000082684	4	4	4
ENSG00000082701	59	59	59
ENSG00000082781	1	1	1
ENSG00000082805	29	29	29
ENSG00000082898	63	63	63
ENSG00000082996	6	6	6
ENSG00000083067	0	0	0
ENSG00000083093	5	5	5
ENSG00000083097	25	25	25
ENSG00000083099	10	10	10
ENSG00000083123	5	5	5
ENSG00000083168	40	40	40
ENSG00000083223	6	6	6
ENSG00000083290	33	33	33
ENSG00000083307	0	0	0
ENSG00000083312	33	33	33
ENSG00000083444	4	4	4
ENSG00000083454	0	0	0
ENSG00000083457	1	1	1
ENSG00000083520	15	15	15
ENSG00000083535	5	5	5
ENSG00000083544	3	3	3
ENSG00000083635	4	4	4
ENSG00000083642	13	13	13
ENSG00000083720	21	21	21
ENSG00000083750	14	14	14
ENSG00000083782	0	0	0
ENSG00000083799	20	20	20
ENSG00000083807	0	0	0
ENSG00000083812	7	7	7
ENSG00000083814	0	0	0
ENSG00000083817	4	4	4
ENSG00000083828	1	1	1
ENSG00000083838	7	7	7
ENSG00000083844	15.002	15.002	15.002
ENSG00000083845	37	37	37
ENSG00000083857	30	30	30
ENSG00000083896	20	20	20
ENSG00000083937	4	4	4
ENSG00000084070	28	28	28
ENSG00000084072	7	7	7
ENSG00000084073	3	3	3
ENSG00000084090	26	26	26
ENSG00000084092	2	2	2
ENSG00000084093	0	0	0
ENSG00000084110	0	0	0
ENSG00000084112	14	14	14
ENSG00000084207	18	18	18
ENSG00000084234	72	72	71.999
ENSG00000084444	22	22	22
ENSG00000084453	0	0	0
ENSG00000084463	17	17	17
ENSG00000084623	23	23	23
ENSG00000084628	55	55	55
ENSG00000084636	0	0	0
ENSG00000084652	18	18	18
ENSG00000084674	0	0	0
ENSG00000084676	23	23	23
ENSG00000084693	15	15	15
ENSG00000084710	43	43	43
ENSG00000084731	130	129.999	130
ENSG00000084733	52	52	52
ENSG00000084734	0	0	0
ENSG00000084754	22	22	22
ENSG00000084764	31	31.001	31.001
ENSG00000084774	15	15	15
ENSG00000085063	18.001	18	18
ENSG00000085117	1.689	1.689	1.689
ENSG00000085185	16	16	16
ENSG00000085224	41	41	41
ENSG00000085231	4	4	4
ENSG00000085265	0	0	0
ENSG00000085274	7	7	7
ENSG00000085276	0	0	0
ENSG00000085365	24.999	25	24.999
ENSG00000085377	14	14	14
ENSG00000085382	6	6	6
ENSG00000085415	9	9	9
ENSG00000085433	31	31	31
ENSG00000085449	9	9	9
ENSG00000085465	0	0	0
ENSG00000085491	1	1	1
ENSG00000085511	5	5	5
ENSG00000085514	0	0	0
ENSG00000085552	12	12	12
ENSG00000085563	1	1	1
ENSG00000085644	7	7	7
ENSG00000085662	32	32	32
ENSG00000085719	0	0	0
ENSG00000085721	22	22	22
ENSG00000085733	45	45	45
ENSG00000085741	0	0	0
ENSG00000085760	5	5	5
ENSG00000085788	22	22	22
ENSG00000085831	0	0	0
ENSG00000085832	17	17	17
ENSG00000085840	0	0	0
ENSG00000085871	0	0	0
ENSG00000085872	22	22	22
ENSG00000085978	6	6	6
ENSG00000085982	9	9	9
ENSG00000085998	21	21	21
ENSG00000085999	1	1	1
ENSG00000086015	28	28	28
ENSG00000086061	98	98	98
ENSG00000086062	0	0	0
ENSG00000086065	11	11	11
ENSG00000086102	18	18.001	18.001
ENSG00000086159	0	0	0
ENSG00000086189	1	1	1
ENSG00000086200	3	3	3
ENSG00000086205	0	0	0
ENSG00000086232	20	20	20
ENSG00000086288	0	0	0
ENSG00000086289	1	1	1
ENSG00000086300	4	4	4
ENSG00000086475	18	18	18
ENSG00000086504	20	20	20
ENSG00000086506	0	0	0
ENSG00000086544	6	6	6
ENSG00000086548	0	0	0
ENSG00000086570	1	1	1
ENSG00000086589	20	20	20
ENSG00000086598	21	21	21
ENSG00000086619	2	2	2
ENSG00000086666	18	18	18
ENSG00000086696	0	0	0
ENSG00000086712	15	15	15
ENSG00000086717	1	1	1
ENSG00000086730	2	2	2
ENSG00000086758	115	115.001	115.001
ENSG00000086827	4	4	4
ENSG00000086848	13	13	13
ENSG00000086967	0	0	0
ENSG00000086991	0	0	0
ENSG00000087008	3	3	3
ENSG00000087053	9	9	9
ENSG00000087074	19	19	19
ENSG00000087076	0	0	0
ENSG00000087077	0	0	0
ENSG00000087085	12	12	12
ENSG00000087086	64	64	64
ENSG00000087087	21	21	21
ENSG00000087088	9	9	9
ENSG00000087095	22	22	22
ENSG00000087111	9	9	9
ENSG00000087116	5	5	5
ENSG00000087128	0	0	0
ENSG00000087152	22	21.999	21.999
ENSG00000087157	15	15	15
ENSG00000087191	16	16	16
ENSG00000087206	2	2	2
ENSG00000087237	0	0	0
ENSG00000087245	12	12	12
ENSG00000087250	2	2	2
ENSG00000087253	0	0	0
ENSG00000087258	80.999	81.001	81
ENSG00000087263	4	4	4
ENSG00000087266	20.998	20.998	20.998
ENSG00000087269	3	3	3
ENSG00000087274	67.001	67.001	67.001
ENSG00000087299	4.585	4.585	4.585
ENSG00000087301	7	7	7
ENSG00000087302	13	12.999	13
ENSG00000087303	0	0	0
ENSG00000087338	1	1	1
ENSG00000087365	44	44	44
ENSG00000087448	28	28	28
ENSG00000087460	452	452.001	452
ENSG00000087470	24.999	24.999	25
ENSG00000087494	0	0	0
ENSG00000087495	15	15	15
ENSG00000087502	10	10.001	10
ENSG00000087510	0	0	0
ENSG00000087586	1	1	1
ENSG00000087589	0	0	0
ENSG00000087842	0	0	0
ENSG00000087884	3	3	3
ENSG00000087903	1	1	1
ENSG00000087995	9.047	9.047	9.047
ENSG00000088002	0	0	0
ENSG00000088035	1	1	1
ENSG00000088038	0	0	0
ENSG00000088179	7	7	7
ENSG00000088205	16	16	16
ENSG00000088247	41.001	41	41
ENSG00000088256	23	23	23
ENSG00000088280	1	1	1
ENSG00000088298	2	2	2
ENSG00000088305	2	2	2
ENSG00000088320	0	0	0
ENSG00000088325	2	2	2
ENSG00000088340	0	0	0
ENSG00000088356	13	13	13
ENSG00000088367	50	50	50
ENSG00000088386	0	0	0
ENSG00000088387	2	2	2
ENSG00000088448	16	16	16
ENSG00000088451	1	1	1
ENSG00000088538	40	40	40
ENSG00000088543	5	5	5
ENSG00000088682	8	8	8
ENSG00000088726	0	0	0
ENSG00000088727	1	1	1
ENSG00000088756	7	7	7
ENSG00000088766	6	6	6
ENSG00000088782	0	0	0
ENSG00000088808	16	16	15.999
ENSG00000088812	39	39	39
ENSG00000088826	1	1	1
ENSG00000088827	0	0	0
ENSG00000088832	40	40	40
ENSG00000088833	21	21	21
ENSG00000088836	0	0	0
ENSG00000088854	28	28	28
ENSG00000088876	4	4	4
ENSG00000088881	7	7	7
ENSG00000088882	9	9	9
ENSG00000088888	15	15	15
ENSG00000088899	13	13	13
ENSG00000088926	0	0	0
ENSG00000088930	36	36	36
ENSG00000088970	0	0	0
ENSG00000088986	25	25	24.999
ENSG00000088992	0	0	0
ENSG00000089006	5	5	5
ENSG00000089009	112	112	112
ENSG00000089012	0	0	0
ENSG00000089022	25	25	25
ENSG00000089041	0.84	0.84	0.84
ENSG00000089048	3	3	3
ENSG00000089050	11	11	11
ENSG00000089053	17.003	17.003	17.003
